text,tag,split
"Vid sådana förhållanden och då det bland jordbrukarna är ett allmänt önskemål att få ökad kreditmöjlighet genom införande av detta nya inteckningsinstitut, har jag för min del inte vågat taga på mitt ansvar att motsätta mig fir agel därom. Jag yrkar sålunda, herr talman, bifall till utskottets hemställan.",seg,train
I herr Borells yttrande instämde herrar Öhman och Granström. Herr Åkerman:,intro,val
Herr talman! I sitt föregående anförande nämnde herr,seg,val
"Bissmark, att hans ställning inte var utslutande negativ utan att han även hade ett positivt förslag. I det hänseendet hänvisade han till nästa ärende på",seg,test
Fredagen den 22 april 1966,note,train
Nr 19 101,note,test
Uppskov med omläggningen till högertrafik,seg,train
"punkt och att ett uppskov skulle kunna medföra vissa omläggningar i förberedelsearbetet. I själva verket är frågan om föroch nackdelar med ett uppskov mycket svår att bedöma. Jag vill dock starkt understryka vikten av att upplysningsarbetet inom trafikomläggningen måste bedrivas med all möjlig skyndsamhet. En nyligen publicerad undersökning visar, att en stor del av allmänheten fortfarande inte känner till att högertrafik skall införas den 3 september 1967.",seg,val
"Herr talman! Till sist vill jag erinra om att Kungl. Maj:t enligt riksdagens beslut 1963 har befogenhet att ändra tidpunkten för övergången, om detta skulle visa sig motiverat. Jag förutsätter att denna omständighet beaktas och att en eventuell omprövning sker, om så skulle visa sig erforderligt, trots att riksdagen i dag avslår motionerna.",seg,test
Herr talman! Jag har inget yrkande.,seg,train
Herr LEVIN (s):,intro,val
"Herr talman! När riksdagen 1963 beslöt att införa högertrafik år 1967 gjorde jag vad jag kunde för att motarbeta detta. Jag ansåg, och anser fortfarande, att det är en onödig och olycklig reform. Den kommer att kosta en massa pengar och jag är inte alls övertygad om att den ger oss någonting i form av minskade olycksfallsrisker i trafiken — tvärtom.",seg,val
"Nu har det visat sig att vissa av de farhågor vi uttalade, nämligen att det skulle bli dyrare än beräknat, redan har slagit in. Man har nu beräknat att omläggningen kommer att kosta ca 600 miljoner kronor — antagligen blir det ytterligare några hundratal miljoner.",seg,train
"Om jag alltså inte på något sätt har ändrat min uppfattning betyder detta inte, att jag kan ansluta mig till några av motionerna om att vi skall uppskjuta övergången. Riksdagen har ju med stor majoritet beslutat en övergång till högertrafik. Spelets regler är ju att de som kommit i minoritet får låta sig nöja",seg,test
"med vad majoriteten beslutat. Att det skulle vara någonting att vinna på att ytterligare uppskjuta omläggningen ett år, som föreslås i en motion, eller två år eller på obestämd tid, som föreslås i en annan, kan jag inte tänka mig. Jag har därför liksom utskottsledamöterna i övrigt inte kunnat tillstyrka bifall till någon av motionerna.",seg,train
"Även om jag således för min del i dag har samma uppfattning om det olyckliga beslutet om övergång till högertrafik som jag hade 1963, kan jag konstatera att den föregående talaren, herr Nyberg, däremot inte hade några betänkligheter 1963. Från talarstolen beklagade han tvärtom då att vi inte redan hade infört högertrafik och sade att han med tillfredsställelse hälsade, att departementschefen nu hade kommit med förslag om övergång till högertrafik. Om herr Nyberg 1963 hade hyst några av de betänkligheter som han nu har, hade det funnits hopp om att även han anslutit sig till reservationen för avslag i tredje lagutskottet 1963. Han gjorde alltså inte detta men tycks nu ha tänkt om, åtminstone i vissa avseenden. Jag finner det dock märkligt att hans omtänkande innebär att vi inte skall upphäva beslutet utan uppskjuta omläggningen ett par år. Vad skulle det vara för mening med att uppskjuta omläggningen några år, då vi ändå har beslutat oss för högertrafik?",seg,train
Herr talman! Jag yrkar bifall till utskottets förslag.,seg,train
Herr NILSSON i Bästekille (h):,intro,train
"Herr talman! Motivet för de motioner i denna fråga som väckts i år har varit de höga kostnaderna för en omläggning till högertrafik, vilka gör att man nu vill skjuta på omläggningen. Men är dessa höga kostnader verkligen överraskande för någon? Redan när man första gången diskuterade denna s. k. reform och kostnaderna för densamma, sade vi klart och tydligt ifrån, att de summor som då nämndes inte skulle förslå, och",seg,train
Tisdagen den 17 oktober 1961,note,val
Nr 26 13,note,train
Interpellation ang. utbetalning av sjukpenning i vissa fall,unknown,train
"nr 173, med förslag till förordning om brandfarliga varor; samt",unknown,train
"till statsutskottet propositionen nr 174, med förslag angående organisationen för handläggning av frågor om tekniskt bistånd till underutvecklade länder.",unknown,train
8 4 Föredrogs den av herr Ohlin vid kammarens nästföregående sammanträde,unknown,val
"gjorda, men då bordlagda anhållan att få framställa interpellation till hans excellens herr statsministern angående ungdomens alkoholmissbruk.",unknown,train
Kammaren biföll denna anhållan.,unknown,train
$ 5,unknown,val
"Föredrogs den av fru Nettelbrandt vid kammarens nästföregående sammanträde gjorda, men då bordlagda anhållan att få framställa interpellation till herr statsrådet och chefen för inrikesdepartementet angående åtgärder mot sjuksköterskebristen.",unknown,val
Kammaren biföll denna anhållan.,unknown,train
86,unknown,test
"Föredrogs den av herr Carlsson i Huskvarna vid kammarens nästföregående sammanträde gjorda, men då bordlagda anhållan att få framställa interpellation till herr statsrådet och chefen för kommunikationsdepartementet angående rabatterade järnvägsresor för folkpensionärer m. fl.",unknown,test
Kammaren biföll denna anhållan.,unknown,val
8 7,unknown,test
"Föredrogs den av herr Heckscher vid kammarens nästföregående sammanträde gjorda, men då bordlagda anhållan att få framställa interpellation till hans",unknown,train
excellens herr statsministern angående den svenska försvarsberedskapen.,unknown,train
Kammaren biföll denna anhållan.,unknown,test
$8,unknown,train
"Föredrogs den av herr Wiklund i Stockholm vid kammarens nästföregående sammanträde gjorda, men då bordlagda anhållan att få framställa interpellation till herr statsrådet och chefen för civildepartementet angående personalrekryteringen inom den statliga sektorn av arbetsmarknaden.",unknown,train
Kammaren biföll denna anhållan.,unknown,test
$ 9,unknown,val
Interpellation ang. utbetalning av sjukpenning i vissa fall,unknown,test
Ordet lämnades på begäran till,unknown,val
"Herr BÖRJESSON i Falköping (cp), som yttrade:",unknown,test
"Herr talman! För en tid sedan bekantgjordes i pressen ett sjukförsäkringsärende, som tilldrog sig stor uppmärksamhet. En kvinnlig hemmansägare, som på grund av benbrott varit sjukskriven i två och en halv månad, hade försummat att sjukanmäla sig. Alla de nya problem, som efter olyckan hopade sig för henne med att klara jordbruket, hade under sjukdomen helt upptagit hennes tankar. Hon var hela tiden så fullt sysselsatt med sina bekymmer för att få vardagsarbetet att gå i lås under de nya förhållandena att hon då inte hade en tanke på att det var nödvändigt att — utöver läkarens sjukskrivning — sjukanmäla sig särskilt för att senare få ut sjukpenning. Först vid sitt sista besök hos läkaren blev hon påmind om att sjukanmälan skulle göras. Denna omständighet gjorde enligt hennes mening försummelsen ursäktlig. Försummelsen hade ej heller, menade hon, länt sjukkassan till men.",unknown,train
Sjukkassan vägrade emellertid med stöd av bestämmelserna i 26 8 lagen om allmän sjukförsäkring att ge henne nå-,unknown,test
Onsdagen den 10 mars f. m. 55,note,train
"legat till grund för majoritetens beslut, och de i utlåtandet anförda skälen äro ingenting annat än svepskäl.",seg,test
"Det är min bestämda uppfattning, att frågan om förflyttning av kyrkobyrån från ecklesiastikdepartementet till ett annat departement icke kan undanskjutas längre, om man vill se till, att det blir någon proportion mellan de olika departementens och departementschefernas arbete. Jag tror att jag har en icke så liten erfarenhet om hur det ställer sig med arbetet i ecklesiastikdepartementet, och så mycket har jag varit med, att jag någorlunda känner till storleken av det arbete, som åvilar även de andra departementen. Det är fullkomligt orimligt att komma och söka väga upp mot varandra arbetet inom ecklesiastikoch arbetet i justitiedepartementet under åberopande av sådana siffror, som här anförts, och man hade haft rätt att fordra, att konstitutionsutskottet bemödat sig att undersöka saken noggrannare än som skett. De olika ärendena kunna mången gång alls icke jämföras med varandra. Under den tid jag var chef för ecklesiastikdepartementet hörde t. ex. de s. k. namnmålen dit. sedan överflyttades de till annat departement. Sådana ärenden kunna föredragas på en minut eller del av en minut; de föranleda icke något besvär, ty frågan är alltid utredd, och det gäller endast att bifalla eller avslå med tillämpning av gängse grunder. Det är orimligt att sätta ett sådant ärende såsom ett nummer vid sidan av låt mig säga frågan om utnämning av en professor i kyrkohistoria, där det kan vara nödvändigt att läsa igenom flera tusen sidor och där det finnes oändliga massor papper, som en samvetsgrann föredragande och departementschef måste studera för att kunna fatta ståndpunkt, något som kan taga månader i anspråk.",seg,train
"Det förekommer överhuvud en ofantlig mängd utnämningsärenden i ecklesiastikdepartementet, som äro synnerligen besvärliga. Det är icke bara vid statsuniversiteten, som de stora utnämningsfejderna pågå; även vid läroverken klagar mycket ofta en lektor eller en adjunkt över förord för en annan, och genast måste man sätta sig ned och jämföra sökandenas meriter så samvetsgrant som möjligt. Det är orimligt att jämföra dessa ärenden med sådana frågor som huruvida en person skall bli svensk medborgare, frågor som stundom utgöra en betydande del av listan vid justitiedepartementets föredragning och som utredas med hjälp av blanketter, där det gäller att se efter om vissa i lag angivna fordringar äro uppfyllda eller icke. Sådana frågor bli klara på några ögonblick, men de ha i alla fall sitt nummer på departementets nummerlista. Sedan namnmålen flyttats från ecklesiastikdepartementet, förekommer det där praktiskt taget mycket få ärenden av motsvarande beckaffenhet. Det är sålunda icke riktigt som herr Lindman påstod, att det funnes motsvarighet till bagatelloch blankettmålen även inom ecklesiastikdepartementet; de mål av sådant slag, som tidigare funnits där och som tydligen levde kvar i herr Lindmans föreställning, äro för länge sedan överflyttade till skolöverstyrelsen. Så är t. ex. fallet med mål, där det gäller, huruvida en person är för gammal eller ung att söka sig in vid seminarium.",seg,val
"De egentliga skolmålen åter, sådana som t. ex. gälla organisationen av skolväsendet i ett distrikt, kunna möta i ett så omfattande och invecklat skick, att man t. o. m. fått se, hurusom ecklesiastikministrar fått resa ut i socknarna för att med egna ögon bilda sig en uppfattning i målen. Det stora flertalet av de ärenden, som handläggas i ecklesiastikdepartementet, äro av den omfattning, att de skapa en synnerligen stor arbetsbörda. Man kan för övrigt bara se på huvudtitlarna: jämför den åttonde huvudtiteln med vilken som helst annan, t. o. m. försvarsdepartementets huvudtitel, som efter sammanslagningen är den näst största. Det är klart, att en dylik jämförelse efter volymen icke kan vara allena vägledande, men nog vittnar den vid sidan av många andra omständigheter om att en ofantlig ojämnhet i arbetsbördan är för handen.",seg,val
Nr 16.,note,val
Ang. lag om statsdepartementen.,note,train
(Forts.),note,test
Nr 121,note,train
Onsdagen den 16 april 1980,note,val
Meddelande om,note,train
frågor,note,val
138,note,train
vpk har givit uttryck för samma uppfattning. Fyra av fem riksdagspartier och två av tre regeringspartier har alltså klart sagt ifrån att man inte kommer att acceptera någon utbyggnad av värmereaktorer.,seg,train
"Trots det klara politiska läget i denna fråga fortsätter halvstatliga Asea-Atom att aktivt marknadsföra värmereaktorn Secure i Sverige. Företagets åtgärder och direktionens uttalande till svenska massmedia har väckt stor oro hos många människor, som med rätta uppfattat utfallet av folkomröstningen som ett ”förbud” mot värmereaktorer.",seg,val
Mot denna bakgrund vill jag fråga statsminister Fälldin:,seg,test
Är regeringen beredd. att ge de statliga representanterna i Asea-Atoms styrelse sådana direktiv att företagets marknadsföring av värmereaktorer i Sverige upphör?,seg,train
$ 12 Meddelande om fråger Meddelades att följande frågor framställts den 16 april,note,test
1979/80:,note,train
428 av John Andersson (vpk) till arbetsmarknadsministern om statsbidragen till de allmännyttiga organisationerna:,intro,train
Den 27 mars behandlade riksdagen bl. a. motion 1471 av Eivor Marklund om bidrag med 100 2 till de allmännyttiga organisationerna för anställda med lönebidrag.,seg,val
Anledningen till motionen var farhågorna för att de allmännyttiga organisationerna inte skulle klara av den löneandel som lades på dem. Arbetsmarknadsutskottet betonade att regeringen direkt bör följa utvecklingen och om den skulle ge anledning därtill lägga fram erforderliga förslag så att inte syftet med reformen — att skapa fler arbetstillfällen för handikappade och att förbättra det nuvarande arkivarbetets status — förfelas.,seg,test
Motionens farhågor verkar tyvärr bli besannade. Enligt tidningsuppgifter hotas enbart i Västerbotten 350 arkivarbetare av uppsägning den 1 juli i år. Anledningen är att de allmännyttiga organisationerna icke anser sig klara av sin löneandel.,seg,train
Med detta som bakgrund vill jag fråga arbetsmarknadsministern:,seg,test
Är arbetsmarknadsministern beredd att vidta erforderliga åtgärder enligt vad utskottet anförde?,seg,train
1979/80:,note,val
429 av Billy Eriksson (vpk) till statsrådet Karin Andersson om invandrarnas medverkan i folkomröstningen om kärnkraften:,intro,train
"50 96 av landets utländska medborgare, som normalt enbart har rösträtt i kommunaloch landstingsval. deltog — enligt preliminära uppgifter — i omröstningen om kärnkraft. Med tanke på den korta tid de olika linjerna,",seg,val
"Onsdagen den 25 maj, e. mm. 183 Nr 46,",note,test
"tids nog, och att vi i det avseende det här är fråga om äro för sent Ang. lag om ute; på dessa ställen är snart sagt varenda arrendator, såväl stora förlängnang av som små, uppsagda — det står jag för, ehuru, som herrarna förstå, vissa Mp jag inte vill angiva några namn här. Det är därför inte så helt — (forts) med detta påstående, att det inte förekommit någonting alls, som",seg,train
utgör skäl för ett bifall till lagförslaget.,seg,val
"Ödet har fogat det så, att jag just i dag mottagit ett brev från en arrendator, som visserligen inte blivit körd bort från sitt ställe utan vidare, men dock ålagts att betala ett arrende, som, efter vad han påstår och efter vad jag kan förstå han icke har någon möjlighet att erlägga. Denne man har dock haft arrendet under trettiofem års tid — det är ingen kort tid för en arrendator. Jag tror alltså, att herrarna inte skola begagna så starka överord som skett, då det gällt detta förslag om provisorisk förlängning av arrendeavtal.",seg,train
"Det kan hända, att man även på andra områden får tillgripa provisoriska åtgärder. Vi ha gjort det förr och kanske få tillgripa sådana i fortsättningen på åtskilliga ställen, när de ekonomiska förhållandena bliva för svåra. Jag är icke den, mina herrar, som vill göra något orätt mot vare sig den ena eller den andra. Och vad beträffar allt det där talet, som upprepades av herr Andersson i Knäppinge, huru det kunde komma att gå, om en person arrenderade bort sin jord och sedan ville ha den själv men tvingades att lämna den, så vill jag säga: ja, herr Andersson i Knäppinge, läs det där förslaget från i fjol, så tror jag icke, att han skall behöva tveka om den saken. Man skall hålla sig inom rimlighetens gränser och icke tyda allt till det värsta, ty då kommer man lätt därhän, att det blir fruktlöst att föra en diskussion.",seg,train
"Nu vill jag säga herrarna, att när jordkommissionen i år icke själv kommit med förslaget om förlängning av arrendeavtalet, så har det berott därpå, åtminstone vad mig beträffar, att riksdagens båda kamrar, låt vara med en ytterst ringa majoritet, avslogo förslaget från jordkommissionen, och då ansåg jag, att därmed var ansvaret avlyft från jordkommissionen, ty då hade riksdagen själv tagit på sitt ansvar, om följderna blevo sådana eller sådana — det kvittade, det blev riksdagens sak. Detta var orsaken till att jag inom jordkommissionen icke yrkade, att den skulle komma med något förslag. Så kom herr Lindhagens förslag, som remitterades till jordkommissionen. Jag vet icke, vad det hade där att göra. Jag tycker, att utskottet kunde utan vidare avgjort frågan, såsom man brukar göra i sådana fall.",seg,test
"Det var alltså respekten för de båda kamrarna, som gjorde, att vi icke brydde oss om att komma fram med något sådant förslag. när riksdagen själv klarat upp saken. Nu har ett år gått, nu finnes icke mer än två år igen. De fardagar, som man kan använda, äro fardagarna 1922, 1923 och kanske 1924. Det är en kort tid. Det är det verkliga skäl, som herrarna kunna ha. Ni kunna säga, att det är för kort tid att komma med något förslag, men ni ha förbisett, att det är en provisorisk lag, det gäller, och icke någon lag för all framtid. För det kommande året vet jag, att på otroligt",seg,test
"diskussion alls när man tidigare har talat om rättshjälpsärenden. Det är en alldeles ny fråga, och vi tror inte att den nu sittande utredningen hinner ta itu med den med tanke på de tilläggsuppgifter som utskottet föreslår. Vi vet inte heller om det är alldeles nödvändigt att frågan utreds nu. Vi finner det dock angeläget att frågan följs med uppmärksamhet och att erforderliga åtgärder kommer att initieras av centralmyndigheten för rättshjälpen och av regeringens kansli om utvecklingen ger anledning därtill.",seg,train
"Med detta ber jag, herr talman, att få yrka bifall till utskottets hemställan på samtliga punkter utom vid punkten 8, där jag ber att få yrka bifall till reservationen.",seg,train
Under detta anförande övertog herr förste vice talmannen ledningen av kammarens förhandlingar.,note,train
Herr ISRAELSSON (vpk):,intro,train
Herr talman! I justitieutskottets betänkande behandlas motionen 1975:1110 med mig som första namn. Den väcktes under den allmänna motionstiden och påyrkar att riksdagen hos regeringen begär sådan ändring i lagen om sluten psykiatrisk vård i vissa fall att envar som blir föremål för intagning enligt denna lag alltid tillförsäkras ett kompetent juridiskt biträde som har att företräda den intagnes partsintresse.,seg,train
"Vi har påpekat i motionen att det här rör sig om människor som intagits för vård mot sin egen vilja och att dessa människor inte kan antagas vara rättskapabla. Vi har också påpekat att det gäller mycket känsliga frågor, där människor kan komma i kläm om deras intresse inte tillvaratas på ett godtagbart sätt. Om så skall kunna ske måste varje person som intas för vård tillförsäkras kvalificerad juridisk hjälp och en hjälp som baserar sig på den intagnes partsintresse. I intagningsoch vårdsammanhangen anser vi det särskilt viktigt att vårdintygen noga granskas. Som vi ser det kan inte vårdintyg få utfärdas av läkare som inte har verklig kompetens och erfarenhet på det område varom det här är fråga. Det måste också kontrolleras och noga tillses att intyget verkligen utfärdas i anslutning till intagning och att den person för vilken intyget utfärdats verkligen också blivit undersökt på föreskrivet sätt. Det kan synas självklart att så alltid skall ske, men tyvärr kan det ges exempel på motsatsen. Får den intagne alltid juridiskt biträde borde sådana undantagsfall kunna helt undanröjas.",seg,test
"Motionen har fått en välvillig behandling i utskottets skrivning, så välvillig att vår representant i utskottet inte funnit anledning att reservera sig. Jag är också personligen av den meningen att en reservation till den föreliggande skrivningen skulle vara en överloppsgärning.",seg,train
"Utskottet uttalar förståelse för de synpunkter som framförts i motionen. Det sägs visserligen, i anslutning till behandlningen av en annan motion, att utskottet inte anser sig kunna förorda en ordning, enligt vilken den enskilde tillförsäkras en ovillkorlig rätt till offentligt biträde i ärenden",seg,train
14 Riksdagens protokoll 1975176:42-43,note,train
Nr 43,note,val
Torsdagen den 11 december 1975,note,train
Ändring i rättshjälpslagen m. m.,note,val
209,note,train
46 Nr 25. Lördagen den 15 juni 1946 fm.,note,train
"Överinseendet över anstalter för bildbara sinnesslöa. (Forts.) hel del i statsrådets instämmande år 1944 i följande yttrande av de sakkunniga: »För ett effektivt utnyttjande av samtliga platser för sinnesslöa, däri inbegripet sådana platser, vilka stå till förfogande å sinnessjukhus, bör vidare en enhetlig ledning av samtliga sinnesslöanstalter och sinnessjukhus för mottagande av sinnesslöa eftersträvas.»",seg,test
"Det är ganska viktigt att man i detta sammanhang uppmärksammar, att vi böra ha en enhetlig ledning för det hela. Vilken myndighet som skall hava hand om detta kan man under utredningen få klarhet om.",seg,train
"När vi gå att utbygga denna verksamhet vill jag även påpeka en annan sak, som vi 1 detta sammanhang böra komma ihåg, nämligen att när man skall bygga ut denna verksamhet hänsyn måste tagas till att vi för närvarande ha brist på olika slag av byggnadsmaterial, att vi ha personalbrist och att vi ha ekonomiska frågor att brottas med i ganska stor utsträckning. Vi måste i detta sammanhang vara på det klara med, att det ju icke är så, att när man skall bygga ut en viss verksamhet skall man renodla denna, utan man måste ställa den i viss relation till andra frågor, som kanske äro lika viktiga. Jag vill bara påminna om, att när från skolöverstyrelsens sida önskats ett särskiljande av exempelvis de äldre obildbara och att det skulle skapas vissa speciella hem för dem, vilka skulle ligga avskilda från huvudanstalterna, blir det ju på det sättet, att detta medför ekonomiska konsekvenser, som jag har en känsla av att man ej trängt igenom fullt och helt.",seg,test
"Vi ha för närvarande i den allmänna sjukvården den situationen, att vi ha brist på sjukhus, brist på utrymmen, brist på personal och även svårigheter då det gäller att få pengar till denna verksamhet. Jag har därför för min del den uppfattningen, som jag vill understryka, att man här måste kallt och realistiskt överväga, hur mycket av de tillgängliga resurserna i material och pengar som man skall lämna till den ena och den andra sidan, eller låt mig säga till vården och utbildningen av de bildbara och obildbara sinnesslöa samt till den allmänna sjukvården och fostran överhuvud taget.",seg,test
"Jag vill understryka, att när denna utredning, som jag hoppas på, kommer till stånd, även dessa förhållanden skola tagas i beaktande och att man här skall söka komma till det ur olika synpunkter bästa resultatet.",seg,train
"Såsom reservant ber jag att med understrykande av vad olika talare förut här sagt få yrka bifall till reservationen med strykande av det sista stycket av motiveringen, såsom herr Fast föreslagit.",seg,train
Herr talmannen återtog nu ledningen av förhandlingarna.,note,val
Fröken Nygren:,intro,train
"Herr talman! Jag skall icke förlänga debatten med många ord, men jag vill foga en liten fortsättning till mitt förra anförande.",seg,train
"Det är alldeles riktigt, att här finns icke någon representant för skolöverstyrelsen och att det därför är olämpligt att vi nu inlåta oss i någon diskussion om vad som förekommit där. Jag har emellertid, som jag tidigare sagt, bara anfört synpunkter, som därifrån till mig framförts i den föreliggande frågan, om hur man där anser att det hela har gått till.",seg,train
"När vi för två år sedan fattade beslut i denna fråga, gällde spörsmålet endast de bildbara sinnesslöa, och anstalterna för dessa kommo alltså att stå under skolöverstyrelsens överinseende. För de obildbara sinnesslöa måste det emellertid bli en ordentlig lagstiftning, så att de icke såsom hittills skola redovisas på ålderdomshem och dylikt. Jag ger herr Björklund rätt 1, att det väl knappast kan råda något tvivel om att Kungl. Maj:t är inne på den linjen och att det är den bästa. Vi förutsätta att det lagstiftas så, att man gör skillnad mellan de olika anstalterna, vilket jag för min del finner mycket motiverat. Det",seg,val
Nr 119,note,train
Onsdagen den 24 oktober 1973,note,train
Sekretesskydd för,unknown,val
uppgiftslämnare till intervjuoch enkätundersökningar,unknown,train
20,unknown,train
8 8 Sekretesskydd för uppgiftslämnare till intervjuoch enkätundersökningar,unknown,test
Föredrogs konstitutionsutskottets betänkande nr 32 med anledning av motion rörande frågan om sekretesskydd för uppgiftslämnare till intervjuoch enkätundersökningar.,unknown,test
I detta betänkande behandlades motionen 1973:544 av herr Molin (fp) och herr Hugosson (s) vari hemställts att riksdagen hos Kungl. Maj:t begärde att frågorna om sekretesskydd för enskilda uppgiftslämnare till intervjuoch enkätundersökningar och om etiska regler för dessa undersökningar gjordes till föremål för utredning.,unknown,train
"Utskottet hemställde att riksdagen skulle avslå motionen 1973:544,",unknown,test
"Reservation hade avgivits av herrar Ahlmark (fp) och Molin (fp) vilka ansett att utskottet med bifall till motionen 1973:544 bort hemställa,",unknown,train
att riksdagen hos Kungl. Maj:t begärde att frågorna om sekretesskydd för enskilda uppgiftslämnare till intervjuoch enkätundersökningar och om etiska regler för dessa undersökningar gjordes till föremål för utredning.,unknown,test
Herr MOLIN (fp):,intro,train
"Herr talman! Det här är en fråga som rör den enskilda människans integritet, rätten till ett privatliv utan insyn. Det är en problematik som har varit föremål för en hel del diskussion på senare tid, även om den inte har satt några spår i tänkandet hos majoriteten i konstitutionsutskottet. Det är en diskussion där man oroat sig för riskerna att den enskilda människans integritet kan gå förlorad i ett genomorganiserat eller datastyrt samhälle.",seg,train
"Riksdagen antog nyligen en datalag. Denna lag fick, bl.a. efter påtryckningar från folkpartiet, en utformning som ger ett skydd för den enskildes integritet i fråga om uppgifter som har lagts på data.",seg,train
"Vad min medmotionär herr Hugosson och jag är ute efter är att skapa ett motsvarande skydd för sådana personuppgifter som inte läggs på data. Enligt vår mening finns det ett behov av regler också på detta område, med tanke på hur omfattande sådana här undersökningar på senare tid har blivit och hur ofta sådana här personuppgifter förvaras på annat sätt än i form av databand. Att man sedan använder dessa uppgifter för t. ex. selektiv reklam gör ju inte behovet av regler mindre.",seg,train
"Låt mig, herr talman, för klarhetens skull säga att jag tror att de flesta som genom intervjuoch enkätundersökningar samlar in personuppgifter har ett seriöst och allvarligt uppsåt och att deras verksamhet i flertalet fall blir till nytta för samhällsarbetet.",seg,train
"Vad har då konstitutionsutskottets majoritet att säga i detta ärende? Hur vill den tillgodose kravet på personlig integritet också i samband med de här undersökningarna? Ja, man gör en hänvisning till att den undersökare som sviker ett löfte om anonymitetsskydd för uppgiftslämnarna kan bli skadeståndsskyldig enligt civilrättsliga regler. Det här",seg,train
62 Nr 9. Onsdagen den 26 februari 1947.,note,val
"Motion om ändring av bestämmelserna rörande försäljning tnom landet av porter och öl, klass III, m. m. (Forts.)",note,val
"fem minuter lägga fram ett förslag till bestämmelser, som reglera denna handel. Men detta är inte detsamma som att ha handeln i gång. Jag tror att herr Dickson skulle få ett förfärligt besvär med systembolagen, innan de kunnat skapa fram den inte så litet omfattande organisation, som skulle tarvas. Herr Dickson går väl ändå inte och inbillar sig att det bara blir de som nu efterfråga starkölet på apoteken som komma att efterfråga det, när det kommer att försäljas hos systembolagen. Lever herr Dickson i en så oskuldsfull uppfattning, förstår jag väl att han betraktar detta som ett litet problem. Jag är alldeles övertygad om att de människor som vilja ha klass IIT komma att anmäla sig som kunder, och det ha de ju rätt till precis som de som nu få ut starkölet på recept. Det är där som det stora problemet kommer fram, och det är i det sammanhanget som man frågar sig, hur det skulle bli om man tvingas till en ransonering. Hur många flaskor skola tillkomma varje familj, Jag samtalade nyligen med en man. som var inne på ungefär samma linje som herr Dickson, och han räknade ut — och jag för min del gav honom rätt däri — att normalförbrukningen för hans hushåll kunde beräknas till omkring 2 000 flaskor per år. Det är självfallet. att om man inte bara håller sig till ytan utan försöker tränga in i den mångfald av problem som uppstå i detta sammanhang, blir det inte så enkelt — för att återgå till det av herr Dickson anförda exemplet — som att stjäla en tidning i läsrummet. Herr Dickson åberopar herr Olson i Göteborg, men jag tror inte att han är beredd att förenkla problemet på samma sätt som herr Dickson, även om han i övrigt är på herr Dicksons linje.",seg,val
"Det blir nog tillfälle att diskutera starkölsförbudet och andra frågor på detta område inom en som jag hoppas inte alltför avlägsen framtid. Den klokaste och förnuftigaste ståndpunkten när man då går att lösa dessa frågor tror jag är den, att man försöker lägga spritoch maltdryckslagstiftningen på sådant sätt, att den utan att medföra alltför stora sociala skadeverkningar kommer att stå i överensstämmelse med vad svenska folket vill.",seg,train
"Jag vidhåller, herr talman, mitt yrkande om bifall till utskottets förslag.",seg,test
Herr Dickson:,intro,train
"Herr talman! Jag skall inte närmare gå in på vad herr Olsson i Gävle sade, men jag måste säga att hans tålamod inger mig beundran. Herr Olsson sade sig hoppas att denna fråga mycket snart kommer att lösas och framläggas 1 förträffligt skick. Nästan exakt samma ord yttrade herr Olsson i Gävle år 1940 till herr Edvard Lithander, då denne var otålig för att denna fråga icke löstes. Då trodde och hoppades herr Olsson i Gävle precis samma sak. När man nu får dessa ord upprepade och vet att frågan tuggats om i åratal ända sedan 1930-talet — kanske ännu tidigare — börjar man undra om denna fråga skall bli evig, liksom så många andra vilka råkat ut för olyckan att hänskjutas till en kommitté.",seg,test
Herr Olsson i Gävle erhöll på begäran ordet för kort genmäle och yttrade:,intro,test
"Herr talman! Jag vågar inte säga om herr Dickson rätt återgav vad jag sade 1940, men jag tvivlar inte på det. Jag menar emellertid, att sedan vi år 1939 vid urtima riksdagen hade löst tillverkningsförordningsbestämmelserna, så borde de, som i likhet med herr Dickson ha ett levande intresse för denna fråga, ha irriterat finansministern så pass mycket, att de kunnat få fram det förslag till försäljningslagstiftning som då låg i departementet. Så har dock inte skett. Herr Dickson kan väl ändå inte begära att jag, som personligen icke har något behov av klass TIT, skall vara den som leder anfallet på denna punkt!",seg,train
Punkten 10,note,train
"Propositioner gavs på bifall till dels utskottets hemställan, dels reservationen nr 3 av herrar Wennerfors och Adolfsson, och förklarades den förra propositionen vara med övervägande ja besvarad. Sedan herr Adolfsson begärt votering upplästes och godkändes följande voteringsproposition:",note,val
"Den som vill att kammaren bifaller civilutskottets hemställan i betänkandet nr 33 punkten 10 röstar ja,",note,val
den det ej vill röstar nej.,note,test
Vinner nej har kammaren bifallit reservationen nr 3 av herrar Wennerfors och Adolfsson.,note,val
Vid omröstning genom uppresning förklarades flertalet av kammarens ledamöter ha röstat för ja-propositionen. Då herr Adolfsson begärde rösträkning verkställdes votering med omröstningsapparat. Denna omröstning gav följande resultat:,note,val
Ja — 260 Nej — 39,note,test
Punkterna 11 och 12 Kammaren biföll vad utskottet i dessa punkter hemställt.,note,test
Punkten 13,note,test
"Propositioner gavs på bifall till dels utskottets hemställan, dels reservationen nr 5 av herrar Wennerfors och Adolfsson, och förklarades den förra propositionen vara med övervägande ja besvarad. Sedan herr Adolfsson begärt votering upplästes och godkändes följande voteringsproposition:",note,train
